Judul,Topik 1,Topik 2,Topik 3
Pengaruh Ekuitas Merek Terhadap Keputusan Pembelian Handphone Blackberry (Studi Pada Mahasiswa Universitas Trunojoyo Madura),0.46292922578867074,0.0016681960037931466,0.535402578207536
"PENGARUH HARGA DAN MEREK TERHADAP KEPUTUSAN PEMBELIAN PRODUK MEREK TOKO
(Studi Pada Kopontren Sidogiri Cabang Tanah Merah Di Bangkalan)",0.9973204483030964,0.0013349934453285937,0.0013445582515749517
PENGARUH KONFLIK PERAN GANDA PERAWAT WANITA TERHADAP KINERJANYA PADA RS SYAMRABU BANGKALAN,0.0012175973202224245,0.9975645989264754,0.0012178037533020145
PENGARUH MARKETING MIX TERHADAP KEPUTUSAN PEMBELIAN ROKOK SAMPOERNA U MILD (Studi Pada Konsumen Rokok Sampoena U Mild di Socah),0.9956478315109089,0.002173600736003988,0.0021785677530870703
"PENGARUH STRATEGI POSITIONING TERHADAP KEPUTUSAN PEMBELIAN KONSUMEN PADA HANDPHONE MEREK NOKIA (STUDI PADA MAHASISWA UNIVERSITAS TRUNOJOYO MADURA)
",0.6738217062165283,0.001476271793345837,0.32470202199012593
"PENGARUH BRAND AWARENESS DAN BRAND IMAGE TERHADAP KEPUTUSAN PEMBELIAN 
( STUDI PADA  KONSUMEN ES KRIM WALLâS DI BANGKALAN )
",0.9974715984422112,0.0012603262388974493,0.0012680753188914343
Pengaruh Kualitas Pelayanan Terhadap Kepuasan Nasabah Pada PT. Bank Rakyat Indonesia (perserp) tbk Cabang Bangkalan ,0.9979426256311494,0.00102978813965175,0.0010275862291987993
PENGARUH BRAND IMAGE TERHADAP KEPUTUSAN PEMBELIAN KONSUMEN FLASHDISK MEREK TOSHIBA (STUDI PADA MAHASISWA UNIVERSITAS TRUNOJOYO MADURA),0.9972302790006149,0.0013797329902462273,0.001389988009138956
"PENGARUH EARNING PER SHARE, NET PROFIT MARGIN, DEBT TO ASSET RATIO DAN RETURN ON EQUITY TERHADAP HARGA SAHAM PADA PERUSAHAAN OTOMOTIF & KOMPONENNYA YANG TERDAFTAR DI BEI PERIODE 2007-2011
",0.0014468433802076936,0.0014511866584652284,0.9971019699613272
ANALISIS PENGARUH RASIO PROFITABILITAS DAN DIVIDEND PAYOUT RASIO (DPR) TERHADAP HARGA SAHAM PADA PERUSAHAAN INDUSTRI MAKANAN DAN MINUMAN YANG TERDAFTAR DI BURSA EFEK INDONESIA (BEI),0.0014563643285377132,0.0014637641776983016,0.997079871493764
PENGARUH CITRA MEREK TERHADAP KEPUTUSAN PEMBELIAN KONSUMEN SEPEDA MOTOR HONDA VARIO DI KECAMATAN BANGKALAN,0.6147074232215056,0.0014978725854502125,0.3837947041930442
"PENGARUH KECERDASAN EMOSIONAL TERHADAP PRESTASI KERJA PEGAWAI KECAMATAN ( STUDI PADA KECAMATAN BURNEH, TANAH MERAH, GALIS DAN BLEGA )",0.0022166205566326027,0.9955816260043715,0.002201753438995762
Pengaruh Sikap dan Norma Subyektif Terhadap Keputusan Pembelian Pasta Gigi Pepsodent (Studi Pada Mahasiswa Fakultas Ekonomi Universitas Trunojoyo Madura),0.9966289344296531,0.0016793429843466486,0.00169172258600035
"PENGARUH PERIKLANAN DI MEDIA TELEVISI TERHADAP KEPUTUSAN PEMBELIAN KONSUMEN SHAMPO PANTENE
(Studi pada Masyarakat Kecamatan Dungkek Sumenep)
",0.9956037543081763,0.002186032532756888,0.002210213159066754
"PENGARUH RELATIONSHIP MARKETING TERHADAP KEPUASAN NASABAH BANK TABUNGAN NEGARA  KANTOR KAS  KAMAL BANGKALAN.
(Studi Pada Karyawan Universitas Trunojoyo Madura)",0.9971364231971,0.0014271469700594974,0.0014364298328404929
ANALISIS PENGARUH NILAI PELANGGAN TERHADAP LOYALITAS NASABAH PADA BANK RAKYAT INDONESIA CABANG BANGKALAN,0.9976664514963834,0.0011653597275374699,0.001168188776079135
Pengaruh Efektifitas Kerja Manajemen Sumber Daya Manusia Terhadap Kepuasan Kerja Karyawan Pada Kantor Cabang Bank Mandiri  Kabupaten Pamekasan,0.001498311303032396,0.9970167581335135,0.0014849305634541214
"analisis kinerja keuangan KP-RI EKA KARSA di tinjau dari aspek perputaran piutang, periode pengumpulan piutang, perputaran kas dan profitabilitas",0.0011236983361823042,0.997745877135209,0.0011304245286087894
"PENGARUH MARKETING MIX TERHADAP KEPUTUSAN PEMBELIAN KONSUMEN (Studi Pada Sentra ""Mutiara Batik"" Pamekasan)",0.9972881566295844,0.0013504772883340978,0.0013613660820816081
"PENGARUH KEPERCAYAAN DAN KOMITMENTERHADAP KUALITAS HUBUNGAN PATNER USAHA
PADA PT. ADIRA DINAMIKA MULTI FINANCE Tbk
PAMEKASAN
",0.9967744905252818,0.0016129110164371284,0.0016125984582810232
PENGARUH BAURAN PROMOSI TERHADAP KEPUTUSAN PEMBELIAN KONSUMEN (Studi pada Toko Alfamart di Kecamatan Kamal Kabupaten Bangkalan),0.9963125883325442,0.0018395813136360675,0.0018478303538196506
Bauran Pemasaran Terhadap Keputusan Pembelian Produk TV LG (studi pada Fely Jaya LG di Kecamatan Pamekasan),0.9968633064660457,0.0015690934532350894,0.0015676000807192357
pengaruh penempatan kerja terhadap motivasi kerja tenaga kependidikan di universitas trunojoyo madura ,0.0015725663298309569,0.9968593531218347,0.0015680805483344645
PENGARUH KARAKTERISTIK INDIVIDU TERHADAP PRESTASI KERJA KARYAWAN PADA PT PLN (PERSERO) AREA GRESIK,0.6691511852034867,0.32946695954409266,0.0013818552524207431
RELEVANSI PENENTUAN TARIF JASA RAWAT INAP DENGAN MENGGUNAKAN ACTIVITY BASED COSTING SYSTEM (ABCS) DI RUMAH SAKIT PARU BP4 (BALAI PEMBERANTASAN DAN PENCEGAHAN PENYAKIT PARU),0.996193679841241,0.0019049516115339578,0.0019013685472250889
PENGARUH KEPEMILIKAN SAHAM BAGI KARYAWAN TERHADAP KINERJA KARYAWAN (Studi Kasus di CV.YUDHISTIRA dan CV.WEST MAKMUR  Jombang),0.6979539812663164,0.3002202829832504,0.0018257357504331973
PENGARUH KEPUASAN KERJA DAN MOTIVASI KERJA TERHADAP KINERJA KARYAWAN PADA BMT UGT SIDOGIRI DI KABUPATEN BANGKALAN,0.0020838211478343203,0.002093419095418573,0.9958227597567471
Pengaruh Komunikasi yang Efektif Dalam Organisasi Terhadap Produktivitas Kerja Karyawan.,0.9571293599197074,0.04118306215955086,0.0016875779207418005
"PENGARUH KESELAMATAN DAN KESEHATAN KERJA 
TERHADAP PRODUKTIVITAS KERJA PADA KARYAWAN BAGIAN PRODUKSI PT. MARINAL INDO PRIMA 
PAMEKASAN
",0.001908329647803585,0.9961777781027451,0.0019138922494512395
PENGARUH KEMAMPUAN DAN MOTIVASI KARYAWAN TERHADAP KINERJA KARYAWAN KONTRAK PADA PT. SAPTA PUSAKA GRAHA NUSANTARA (SPGN) SURABAYA,0.0023134325965074726,0.1484842271204658,0.8492023402830267
PENGARUH BAURAN PEMASARAN TERHADAP KEPUTUSAN PEMBELIAN TEH BOTOL SOSRO (studi pada mahasiswa Universitas trunojoyo madura),0.9974636679840471,0.0012673797163072617,0.001268952299645615
PENGARUH BRAND IMAGE TERHADAP KEPUASAN KONSUMEN SEPEDA MOTOR SUPRA X125 (studi kasus pada Mahasiswa Universitas Trunojoyo Madura),0.37032762363599847,0.6266805267803595,0.002991849583642027
overreaction terhadap harga saham perusahaan industri makanan dan minuman yang terdaftar di BEI tahun 2007-2011,0.7491564834834127,0.001406859578079502,0.24943665693850792
Pengaruh Kompensasi Terhadap Kinerja Tenaga Paramedis di Rumah Sakit Syarifah Ambami Rato Ebu Bangkalan,0.5961649929137974,0.2749155082873684,0.12891949879883413
PERBANDINGAN RASIO KEUANGAN PERUSAHAAN ROKOK YANG TERDAFTAR DI BURSA EFEK INDONESIA UNTUK MENILAI KINERJA KEUANGAN PERUSAHAAN,0.000813362391443794,0.9983705383758168,0.0008160992327394207
"ANALISIS PORTOFOLIO SAHAM DI PASAR MODAL PADA PERUSAHAAN GO PUBLIK DI BEI (STUDI PERUSAHAAN YANG MEMILIKI VOLUME PENJUALAN DI ATAS 10.000.000 
PERIODE 2008-2011) 
",0.17442953634389674,0.0016958566218843924,0.8238746070342188
PENGARUH DEBT TO TOTAL ASSET RATIO DAN CURRENT RATIO TERHADAP RETURN ON ASSET PADA PERUSAHAAN FARMASI YANG TERDAFTAR DI BURSA EFEK INDONESIA ,0.001982804727847643,0.0019993671689294496,0.9960178281032228
ANALISIS EFEKTIVITAS DAN PENGARUH SATUAN PENGAWASAN INTERN (SPI) TERHADAP KINERJA MANAJERIAL PADA UNIVERSITAS TRUNOJOYO MADURA ,0.002372563560096558,0.6974826909685033,0.3001447454714001
Analisis Strategi Pemasaran Pada Wisata Pantai Lombang Di Sumenep Untuk Menarik Minat Pengunjung,0.9954773660761119,0.002266967685667436,0.002255666238220655
Pengaruh Nilai Pelanggan (Customer Value) Terhadap Loyalitas Nasabah Bank Mandiri Cabang Bangkalan ,0.9949297785104821,0.002528387573606297,0.0025418339159116376
Pengaruh Kualitas Kehidupan Kerja Terhadap Kinerja Pada Karyawan Administrasi Universitas Trunojoyo Madura,0.0016901949324672609,0.9966278790898644,0.0016819259776683791
"PENGARUH STRES KERJA TERHADAP KINERJA PEGAWAI 
PADA KANTOR PELAYANAN PAJAK PRATAMA 
PAMEKASAN
",0.0022817761789035965,0.9954393915552364,0.002278832265859925
Pengaruh Gaya Kepemimpinan dan Budaya Organisasi Terhadap Komitmen Karyawan PT. PLN (PERSERO) Area Pelayanan Jaringan Pamekasan,0.5434616878628608,0.31378047502563594,0.14275783711150328
"PENGARUH PELAKSANAAN PROGRAM KESEHATAN DAN 
KESELAMATAN KERJA TERHADAP PRODUKTIVITAS KERJA KARYAWAN BAGIAN PRODUKSI PADA PT ADILUHUNG SARANASEGARA INDONESIA KABUPATEN BANGKALAN
",0.002011212017869704,0.9959738670911831,0.002014920890947181
Analisis Kondisi Kesehatan Perbankan BUMN Yang Terdaftar Di Bursa Efek Indonesia Dengan Menggunakan Model Springate dan Zmijewski,0.0749974985798911,0.9224734005778306,0.0025291008422782847
FAKTOR-FAKTOR YANG MEMPENGARUHI PENGEMBANGAN KARIR KARYAWAN BANK SYARIAH MANDIRI CABANG BANGKALAN,0.1696795804191575,0.8286540615292068,0.001666358051635682
"PENGARUH IKLIM ORGANISASI TERHADAP PRODUKTIVITAS KERJA
PENGURUS YAYASAN TAâMIRUL MASJID AGUNG KOTA BANGKALAN
",0.5349741582205155,0.07906876422229447,0.38595707755719
"PENGARUH STRATEGI EXPERIENTIAL MARKETING TERHADAP KEPUASAN PENGUNJUNG MUSEUM SEPULUH NOPEMBER SURABAYA
",0.08303751586682867,0.8856942102669529,0.03126827386621847
Analisa Cost Volume Profit Untuk Perencanaan Laba Pada Penginapan Wisma Koperasi PKP-RI Bangkalan,0.002216050605012266,0.0022116143911594184,0.9955723350038284
"PENGARUH INDEKS BURSA ASIA TENGGARA
TERHADAP INDEKS HARGA SAHAM GABUNGAN (IHSG) 
DI BURSA EFEK INDONESIA
Periode 2010-2013
",0.0012904772174952134,0.5693368013479299,0.4293727214345749
Penilaian Kinerja Keuangan Berdasarkan Rasio Keuangan Pada Perusahaan Go Public Sebelum dan Sesudah Merger dan Akuisisi di Bursa Efek Indonesia,0.0016696896845433914,0.7323772964656291,0.2659530138498275
Analisis Faktor-Faktor Yang Mempengaruhi Struktur Modal Pada Perusahaan Makanan dan Minuman Di Bursa Efek Indonesia Periode 2008-2012,0.3832721769974942,0.0026167270120652842,0.6141110959904404
"PENGARUH KEPERCAYAAN DIRI, HARGA DIRI DAN KONSEP DIRI TERHADAP KESIAPAN KERJA MAHASISWA DI PERGURUAN TINGGI NEGERI WILAYAH GERBANG KERTA SUSILA",0.0017685268504400548,0.9964753051008898,0.0017561680486701747
"PENGARUH PENGEMBANGAN SUMBER DAYA MANUSIA DALAM MENINGKATKAN PRODUKTIVITAS KARYAWAN PT. BRI (PERSERO), TBK CAB. BANGKALAN",0.4708559896169472,0.5272982389190133,0.001845771464039448
"Pengaruh Perputaran Modal Kerja, Perputaran Kas, Perputaran Persediaan, dan Perputaran Piutang Terhadap Return On Investment (ROI) pada Perusahaan Makanan dan Minuman yang Terdaftar di Bursa Efek Indo",0.0013143868517461268,0.1432253371048756,0.8554602760433783
PENGARUH VARIABEL FUNDAMENTAL DAN MAKRO EKONOMI TERHADAP HATGA SAHAM PERUSAHAAN MAKANAN DAN MINUMAN DI BURSA EFEK INDONESIA (BEI) PERIODE 2007-2012,0.0013345198834371376,0.0013346962754343214,0.9973307838411285
PENGARUH BUDAYA ORGANISASI TERHADAP KINERJA PEGAWAI BADAN PERENCANAAN PEMBANGUNAN DAERAH (BAPPEDA) KABUPATEN SUMENEP,0.9960143408735691,0.0019965160865496765,0.0019891430398812663
PERBANDINGAN PENGARUH STOCK SPLIT DAN DIVIDEN TERHADAP VOLUME PERDAGANGAN SAHAM PADA PERUSAHAAN YANG GO PUBLIC DI BEI (BURSA EFEK INDONESIA),0.0014654987589748968,0.011478526134577385,0.9870559751064477
ANALISIS BIAYA PENGADAAN AKTIVA TETAP DENGAN MENGGUNAKAN ALTERNATIF LEASING DAN HUTANG JANGKA PANJANG PADA PT. KERETA API INDONESIA (PERSERO),0.42901528705932857,0.5694896964475674,0.001495016493104043
"PENGARUH EMOTIONAL BRANDING TERHADAP
LOYALITAS KONSUMEN PADA PRODUK GARNIER MEN
(Studi Pada Mahasiswa Manajemen Universitas Trunojoyo Madura)",0.9971283660873921,0.0014410354462793117,0.0014305984663286705
PENGARUH KOMPENSASI NON FINANSIAL TERHADAP PRODUKTIVITAS KERJA KARYAWAN   BANK INDONESIA WILAYAH IV SURABAYA,0.001341077897796986,0.6706268167973052,0.3280321053048979
"ANALISIS PENGARUH LIKUIDITAS, AKTIVITAS DAN SOLVABILITAS TERHADAP LABA PADA PERUSAHAAN TRANSPORTASI YANG TERDAFTAR DI BURSA EFEK INDONESIA",0.001413812863367229,0.0014336362851230457,0.9971525508515097
Penggunaan Informasi Akuntansi Pertanggungjawaban Berbasis Aktivitas Sebagai Dasar Penilaian Kinerja Pada Ruang Rawat Inap VIP Rumah Sakit Paru BP4 Pamekasan.,0.9972321545035725,0.0013873296446464767,0.0013805158517810232
Pengaruh Kualitas Pelayanan dan Harga Terhadap Kepuasan Konsumen (Studi pada Kantor Pos Bangkalan),0.9977302443046455,0.0011338055525337639,0.0011359501428207248
ANALISIS ECONOMIC VALUE ADDED (EVA) DAN MARKET VALUE ADDED (MVA) UNTUK MENILAI KINERJA KEUANGAN (STUDI PADA PERUSAHAAN  SEKTOR KEUANGAN YANG AKTIF DALAM LQ45 DI BEI PERIODE 2009 â 2012),0.5433312137204267,0.4549171787647563,0.0017516075148170677
ANALISIS RISIKO DAN TINGKAT PENGEMBALIAN SAHAM DALAM MENENTUKAN PORTOFOLIO OPTIMAL  PADA SAHAM JAKARTA ISLAMIC INDEX (JII) DI BEI PERIODE 2010 - 2012,0.9977259467855206,0.0011330796069160284,0.001140973607563375
PENGARUH EXPERIENTIAL MARKETING TERHADAP KEPUASAN PENGGUNA  SMARTPHONE BLACKBERRY CURVE (STUDI PADA MAHASISWA FAKULTAS EKONOMI UNIVERSITAS TRUNOJOYO MADURA),0.29472184502583776,0.0015507670942082703,0.7037273878799539
PENGGUNAAN METODE ECONOMIC ORDER QUANTITY (EOQ) UNTUK MENENTUKAN KEBUTUHAN BAHAN BAKU YANG EFEKTIF PADA PT. PROPINDO WIRA UTAMA,0.0017826527019480975,0.001783694765493417,0.9964336525325584
