judul,isi,label
Pengamat: wajar gunakan pendengung di kontestasi politik," Jakarta (ANTARA) - Pengamat politik Dedi Kurnia Syah mengatakan hal wajar jika menggunakan pendengung atau buzzer, saat kontestasi politik di Indonesia, agar masyarakat bisa memilah kualitas tapi harus cerdas menghindari manipulasi “Buzzer diperlukan agar informasi terpilah, mana kandidat yang memang miliki kapasitas, mana yang tidak,” katanya dalam keterangan tertulis di Jakarta, Senin. Dia menjelaskan, buzzer dalam kerja politik era digital cukup wajar, tetapi akan merusak iklim demokrasi, jika buzzer lebih dominan hanya untuk memanipulasi reputasi kandidat. Secara teknis, Buzzer memungkinkan dimiliki oleh semua kelompok. Meskipun dalam kerja propaganda bisa berbeda fungsi, satu sisi untuk lakukan propaganda murni, satu sisi lain untuk kontra propaganda lawan. Hal itu disampaikan Dedi menanggapi pengakuan Calon Presiden (Capres) Anies Baswedan, yang mengaku tidak pernah menggunakan jasa pendengung atau buzzer selama menjadi gubernur DKI Jakarta dan kontestasi politik. “Bisa saja Anies gunakan Buzzer untuk hadapi serangan lawan. Dan memungkinkan Anies tidak terlibat langsung, hal ini bisa dilihat bagaimana ketika Anies menjadi pemenang,” ungkapnya. Pengakuan Anies juga mulai diragukan warga Net. Salah satu akun yang meragukan Anies tidak punya buzzer adalah @nazreashe. Akun ini memosting komentar: Anis tuh kayaknya beneran punya stok buzzer gede banget deh, tiap kali liat komennya di sosmed, kayak konser buzzer. Warganet dengan akun @oracion6 menilai pengakuan Anies tak punya buzzer hanya akal-akalan saja. ""Bukan buzzer tapi staf khusus media sosial. Lu kayak ga tau omongannya gimana,"" tulis dia. Berdasarkan penelusuran, terdapat puluhan akun twitter yang selama ini paling aktif melakukan pembelaan dan menyuarakan dukungan terhadap Anies-Muhaimin. Di antaranya username tweet: tijabar, BangPino, ekowboy2, UmarSyadalHsb, aindraku, Andria75777, GeisChalifah, descha05, marlina_idha, DaengWahidin2, NdoroTedjo, cakimNOW, hasyimmah, Yuriss_Samosir, Yulia_NS79, Malika6027, thoriqul_haq, sutanmangara, doelpaten, Putri9696977, malika6027, aniesmania, MichelAdam7_, Mdy_Asmara, SulbenSiagian, marlina_idhasobat_anies, MissKoral, descha05. Sebelumnya, hasil survei LPI menunjukkan isu pasangan yang dapat sejahterakan buruh, Ganjar-Mahfud MD mendapatkan 69,25 persen, Anies-Muhaimin sebesar 12,75 persen dan Prabowo-Gibran sebesar 9,74 persen, serta tidak tahu 8,25 persen. Sementara, pasangan paling peduli terkait isu buruh yakni Ganjar-Mahfud MD mendapatkan 68 persen, Anies-Muhaimin sebesar 12,50 persen dan Prabowo-Gibran sebesar 10,75 persen, serta tidak tahu 8,75 persen. Survei LPI ini digelar mulai 22- 27 November 2023. Survei ini dilakukan 18 provinsi terhadap 1.700 responden yang merupakan pekerja atau buruh berumur 17 tahun atau sudah menikah. Survei menggunakan metode 12Pewarta: FauziEditor: Edy M Yakub COPYRIGHT © ANTARA 2023 Tag:Dedi Kurnia SyahPendengungBuzzerPemiluPilpres ",politik
Timnas imbau sukarelawan utamakan visi dan misi AMIN," bukan sekadar gimik yang dangkal,Jakarta (ANTARA) - Wakil Kapten Tim Nasional (Timnas) Pemenangan Anies-Muhaimin (AMIN), Sudirman Said, mengimbau jaringan sukarelawan secara intens mengampanyekan visi dan misi pasangan calon presiden dan wakil presiden nomor urut 1 Anies Baswedan-Muhaimin Iskandar daripada melakukan gimik politik. Sudirman mengajak para relawan AMIN bersama-sama membangun iklim politik yang edukatif, informatif, dan santun. ""Nilainya kan harus santun, tidak boleh menyerang orang, membuat black campaign, kemudian banyak menyampaikan gagasan, bukan sekadar gimik yang dangkal,"" kata Sudirman Said saat meresmikan Sekretariat Nasional Gerakan Rakyat di Jalan Antasari Nomor 37, Jakarta Selatan, Jakarta, Senin. Dia menjelaskan sudah saatnya sukarelawan harus naik kelas dengan menyebarluaskan gagasan paslon. Sehingga, publik bisa dengan cerdas mengikuti proses Pemilihan Umum (Pemilu) Serentak 2024. Lebih lanjut, Sudirman menambahkan untuk memenangkan hati rakyat, jaringan sukarelawan harus sejalan dengan visi dan misi capres-cawapres yang didukung karena ""wajah"" paslon tercermin dari para pelaku penggerak dukungan tersebut. Baca juga: Gerakan Rayat luncurkan ""Kentongan Perubahan"" untuk pasangan AMIN Oleh karena itu, gagasan perubahan yang menjadi pokok pikiran AMIN harus disampaikan dengan benar kepada masyarakat. Sudirman menambahkan komunikasi para sukarelawan juga harus dilakukan secara berkesinambungan atau komprehensif. Sehingga, informasi mengenai pergerakan paslon bisa disampaikan dengan cepat dan terkini. ""Memenangkan hati rakyat adalah kerja besar. Tidak mungkin hanya satu kelompok sukarelawan, apalagi hanya orang per orang,"" ungkap mantan menteri ESDM itu. Komisi Pemilihan Umum (KPU) RI telah menetapkan tiga pasangan calon presiden dan wakil presiden sebagai peserta Pilpres 2024, yakni Anies Baswedan-Muhaimin Iskandar dengan nomor urut 1, Prabowo Subianto-Gibran Rakabuming Raka nomor urut 2, dan Ganjar Pranowo-Mahfud MD nomor urut 3. Masa kampanye juga telah dijadwalkan mulai 28 November 2023 hingga 10 Februari 2024, kemudian jadwal pemungutan suara pada tanggal 14 Februari 2024. Baca juga: Hari ke-7 kampanye, Anies dan Muhaimin terpisah di dua pulauPewarta: Donny AditraEditor: Fransiska Ninditya COPYRIGHT © ANTARA 2023 ",politik
Gibran bagikan buku tulis dan susu di Tangerang," nanti sore ada pembagian lagi, tapi sama panitia, yaTangerang (ANTARA) - Cawapres nomor urut 2 Gibran Rakabuming Raka melanjutkan kampanye politiknya dengan membagikan paket susu dan buku tulis kepada anak-anak di Poris Gaga, Batu Ceper, Kota Tangerang, Banten, Senin. Gibran tiba di Poris Gaga sekitar pukul 09.30 WIB dengan didampingi istrinya, Selvi Ananda. ""Saya titip susu dan buku tulis, ya, nanti sore ada pembagian lagi, tapi sama panitia, ya,"" kata Gibran. Kedatangan putra sulung Presiden Joko Widodo itu disambut dengan yel-yel warga yang sudah menunggu sejak pagi. ""Mas Gibran siapa yang punya, yang punya kita semua,"" seru warga. Baca juga: Prabowo ajak rakyat tak golput demi kehidupan bangsa lebih baik Sejumlah tokoh turut hadir mendampingi Gibran dalam kampanye tersebut, di antaranya Wakil Sekretaris Tim Kampanye Nasional (TKN) Prabowo-Gibran, Aminuddin Ma'ruf; Ketua Tim Kampanye Daerah (TKD) Prabowo-Gibran Banten, Airin Rachmi Diani; dan beberapa anggota TKN dan TKD Banten lainnya. Pada kesempatan yang sama, Selvi berpesan kepada warga yang memiliki anak bawah usia lima tahun (balita) untuk rutin menjaga dan memeriksa kesehatan mereka untuk mencegah kekerdilan pada anak (stunting). ""Diberi makanan yang bergizi, ya, Bu. Kita ingin anak-anak sehat. Semoga semua warga Kampung Poris Gaga sehat semua, ya, Bu,"" kata Selvi.​​​​​​​ Baca juga: Hari ke-7 kampanye: Prabowo masuk kerja, Gibran ke Tangerang Senin, Gibran dijadwalkan menghadiri dua agenda kampanye di Tangerang, yakni menghadiri acara ""Gibran Menyapa"" dengan warga di Kelurahan Poris serta mengunjungi pondok pesantren di daerah Batu Ceper dalam agenda ""Gibran Mendengar, Santri Bicara"". Sementara itu, capres Prabowo Subianto tetap bekerja sebagai menteri pertahanan, Senin. Komisi Pemilihan Umum (KPU) RI telah menetapkan tiga pasangan calon presiden dan wakil presiden sebagai peserta Pilpres 2024, yakni Anies Baswedan-Muhaimin Iskandar dengan nomor urut 1, Prabowo Subianto-Gibran Rakabuming Raka nomor urut 2, dan Ganjar Pranowo-Mahfud MD nomor urut 3. Masa kampanye juga telah dijadwalkan mulai 28 November 2023 hingga 10 Februari 2024, kemudian jadwal pemungutan suara pada tanggal 14 Februari 2024. Baca juga: Pekan depan, Prabowo kampanye perdana di luar Pulau JawaPewarta: FauzanEditor: Fransiska Ninditya COPYRIGHT © ANTARA 2023 ",politik
Jokowi pertanyakan maksud Agus Rahardjo soal kasus Setnov," Untuk apa diramaikan? Untuk kepentingan apa?Jakarta (ANTARA) - Presiden Joko Widodo mempertanyakan maksud pernyataan mantan ketua Komisi Pemberantasan Korupsi (KPK) Agus Rahardjo yang mengaku pernah diminta dirinya menghentikan kasus hukum mantan ketua DPR RI Setya Novanto (Setnov) terkait korupsi KTP elektronik (KTP-el). ""Untuk apa diramaikan? Itu kepentingan apa diramaikan, itu untuk kepentingan apa?"" tanya Jokowi di Istana Kepresidenan, Jakarta, Senin. Jokowi mengatakan hal itu guna merespons pernyataan Agus Rahardjo dalam sebuah acara di stasiun televisi swasta beberapa waktu lalu, yang menyebut dirinya pada tahun 2017 pernah meminta KPK menghentikan kasus korupsi Setya Novanto. Baca juga: Ari Dwipayana tegaskan komitmen Jokowi dalam penguatan KPK Jokowi pun meminta publik mengecek pemberitaan di tahun 2017 itu, kala kasus Setya Novanto sedang bergulir. Jokowi menekankan bahwa saat itu dia menyampaikan agar Setya Novanto mengikuti proses hukum yang ada. ""Yang pertama, coba dilihat di berita-berita tahun 2017. Di bulan November, saya sampaikan saat itu Pak Novanto, Pak Setya Novanto ikuti proses hukum yang ada. Jelas berita itu ada semuanya,"" tegas Jokowi. Selanjutnya, Jokowi mengatakan proses hukum terhadap Setya Novanto saat itu berjalan. Kemudian, Jokowi menyampaikan bahwa Setya Novanto sudah divonis hukum berat 15 tahun. Baca juga: Agus Rahardjo: Edhy dan Juliari sebaiknya dihukum seumur hidup Saat ditanya soal adanya motif politik atas pernyataan Agus Rahardjo itu, Jokowi kembali menekankan media dan masyarakat untuk memeriksa sendiri. ""Saya suruh cek. Saya sehari kan berapa puluh pertemuan. Saya suruh cek di Setneg, nggak ada. Agenda yang di Setneg, nggak ada. Tolong dicek, dicek lagi aja,"" tegasnya. Sementara itu, saat dimintai tanggapan soal isu hak interpelasi yang bisa digunakan DPR RI untuk meminta keterangan dari dirinya soal pernyataan Agus Rahardjo, Jokowi enggan menanggapi hal itu. ""Nggak mau menanggapi itu (hak interpelasi) saya,"" ujarnya. Baca juga: Ari Dwipayana bantah Jokowi bertemu Agus Rahardjo bahas kasus KTP-ePewarta: Rangga Pandu Asmara JinggaEditor: Fransiska Ninditya COPYRIGHT © ANTARA 2023 ",politik
Presiden Jokowi sampaikan belasungkawa atas wafatnya Doni Monardo," Jakarta (ANTARA) - Presiden Joko Widodo menyampaikan belasungkawa mendalam atas wafatnya mantan kepala Badan Nasional Penanggulangan Bencana (BNPB) Doni Monardo. ""Pertama-tama, saya ingin menyampaikan, atas nama pribadi dan Pemerintah, menyampaikan ucapan berduka cita, mengucapkan berbelasungkawa yang sedalam-dalamnya kepada keluarga besar Bapak Doni Monardo,"" kata Jokowi di Istana Kepresidenan, Jakarta, Senin. Jokowi mendoakan agar arwah Doni Monardo diterima di sisi Allah Swt serta mendapat tempat terbaik di sisi-Nya dan diampuni segala dosa-dosanya. Baca juga: Obituari - Doni Monardo dan jasanya yang terkenang abadi Sebelumnya, Wakil Presiden Ma'ruf Amin juga menyampaikan rasa kehilangan atas wafatnya Doni Monardo. Ma'ruf Amin mengenang Doni Monardo sebagai sosok berintegritas yang kemampuannya sangat diperlukan oleh negara. ""Wapres sangat menghormati integritas beliau sebagai seorang tokoh, sehingga tokoh seperti dia sangat dibutuhkan negara, kata Wapres,"" kata Juru bicara Wapres Masduki Baidlowi di Jakarta, Minggu malam (3/12). Doni Monardo meninggal dunia pada hari Minggu, 3 Desember 2023, sekitar pukul 17.35 WIB. Sejak dilantik sebagai kepala BNPB pada Januari 2019, Doni Monardo menggagas pembentukan Gugus Tugas Percepatan Penanganan COVID-19 yang kemudian menjadi Satuan Tugas (Satgas) Penanganan COVID-19 pada Maret 2020. Baca juga: Wapres kenang Doni Monardo sebagai sosok berintegritas Berdasarkan keterangan resmi dari Perwakilan Persatuan Purnawirawan TNI-Angkatan Darat (PPAD), Brigjen TNI (Purn) Bambang Irianto, di Jakarta, Minggu, jenazah Doni Monardo disemayamkan di rumah duka di Jalan Bukit Golf II Blok A Nomor 12, Lengkong Karya, Kecamatan Serpong Utara, Tangerang Selatan. Senin pagi, sekitar pukul 08.00 WIB, jenazah Doni Monardo dilepas secara militer dari rumah duka ke Mako Kopassus Cijantung dengan dipimpin Wakil Kepala Staf TNI AD (Wakasad) Letjen TNI Arif Rahman sebagai inspektur upacara (irup). Doni Monardo dimakamkan di Taman Makam Pahlawan Kalibata, Jakarta Selatan, Jakarta, Senin. Upacara pemakaman Doni Monardo itu dipimpin langsung oleh Kepala Staf TNI AD Jenderal TNI Maruli Simanjuntak. Baca juga: Terawan: Doni Monardo sigap merespons kejadian awal pandemiPewarta: Rangga Pandu Asmara JinggaEditor: Fransiska Ninditya COPYRIGHT © ANTARA 2023 ",politik
"Bahlil: ""Wes Wayahe"" bentuk jargon optimisme Prabowo-Gibran"," Surabaya (ANTARA) - Ketua Dewan Pembina Pilar 08 Bahlil Lahadalia menilai jargon ""wes wayahe"" (sudah waktunya) merupakan bentuk jargon optimisme pemenangan Calon Presiden dan Calon Wakil Presiden, Prabowo dan Gibran pada Pilpres 2024. Dalam keterangannya di Surabaya, Senin, Bahlil mengatakan jargon ""wes wayahe"" itu bentuk optimisme para relawan yang tergabung di Pilar 08, bahwa tahun 2024 menjadi saat yang tepat bagi Prabowo-Gibran melanjutkan kepemimpinan Presiden Joko Widodo (Jokowi) dan Wakil Presiden Ma'ruf Amin. ""Apalagi Prabowo-Gibran merupakan sosok punya komitmen kuat membangun kemajuan Indonesia,"" katanya. Menurutnya, Indonesia negara besar, jadi tidak bisa dipimpin orang-orang yang cuma coba-coba. Komitmen itu, kata dia, juga didukung latar belakang pengalaman, seperti halnya Prabowo Subianto yang menguasai bidang kemiliteran dan pertahanan negara. Sedangkan, Gibran merupakan tokoh muda dan telah lama berkecimpung di dunia usaha. Dia juga merupakan Wali Kota Surakarta, Jawa Tengah. ""Calon wakil presiden kita itu pengalaman di bidang usaha mikro, kecil, dan menengah (UMKM). Kalau mau menjadikan UMKM sebagai penopang ekonomi bangsa, maka harus ada orang yang berpengalaman,"" ucapnya. Untuk itu, dalam acara Deklarasi Pilar 08 di Surabaya, Minggu (3/12) malam, Bahlil meminta seluruh relawan di ""Pilar 08"" di Jawa Timur bekerja keras turun ke masyarakat untuk mengampanyekan pasangan Prabowo-Gibran, namun dengan cara-cara yang sopan dan mengedepankan rasa saling menghargai perbedaan pilihan. ""Prabowo-Gibran akan memenangkan Pilpres 2024, di 14 Februari 2024,"" katanya. Sementara itu, Ketua Umum ""Pilar 08"" Kanisius Karyadi menyebut Prabowo dan Gibran merupakan kombinasi sempurna untuk memimpin Indonesia selama lima tahun ke depan. ""Bangsa ini ke depan dipimpin sosok yang kuat dan pemuda, yaitu Pak Prabowo dan Mas Gibran,"" ucapnya. Acara deklarasi tersebut juga dihadiri Ketua DPD Partai Demokrat Emil Elestianto Dardak, Ketua DPD Partai Amanat Nasional (PAN) Ahmad Rizki Sadig, dan sejumlah jajaran partai di Koalisi Indonesia Maju (KIM). KPU RI telah menetapkan tiga pasangan calon presiden dan wakil presiden sebagai peserta Pilpres 2024, yakni pasangan nomor urut satu Anies Baswedan-Muhaimin Iskandar, pasangan nomor urut dua Prabowo Subianto-Gibran Rakabuming Raka, dan pasangan nomor urut tiga Ganjar Pranowo-Mahfud MD. Sementara itu, masa kampanye ditetapkan mulai Selasa (28/11) hingga tanggal 10 Februari 2024, sementara pemungutan suara pada tanggal 14 Februari 2024. Pewarta: Abdul Hakim/Ananto PradanaEditor: Edy M Yakub COPYRIGHT © ANTARA 2023 ",politik
"Kemarin, dukungan relawan hingga kampanye hari keenam capres-cawapres"," Jakarta (ANTARA) - Berbagai peristiwa politik telah diwartakan Kantor Berita ANTARA pada Minggu (3/12) dan masih layak dibaca untuk informasi pagi ini: 1. Ganjar-Mahfud dapat dukungan dari relawan Gerak Matahari Pasangan calon nomor urut 3 dalam Pemilu Presiden dan Wakil Presiden (Pilpres) 2024 Ganjar Pranowo dan Mahfud MD mendapat dukungan dari relawan Gerak Matahari yang mendeklarasikan secara nasional di Jakarta, Sabtu. Koordinator Nasional Gerak Matahari Dzulqarnain mengatakan Gerak Matahari merupakan mantan relawan eksponen muda Muhammadiyah yang sebelumnya memberikan dukungan kepada pasangan Joko Widodo-Ma'ruf Amin pada Pilpres 2019. ""Kami kembali berkumpul untuk berjuang melalui Gerak Matahari, berjuang untuk memenangkan Ganjar-Mahfud,"" kata Dzulqarnain di kawasan Tebet, Jakarta, Sabtu. Selengkapnya di sini. 2. Prabowo: Pemimpin harus sejahterakan rakyat Calon presiden nomor urut 2 Prabowo Subianto mengatakan bahwa pemimpin mempunyai tugas penting untuk membahagiakan dan menyejahterakan rakyat. ""Negara yang kuat harus didahului kebahagiaan dan kesejahteraan rakyatnya. Tidak ada kebahagiaan dan kesejahteraan tanpa ada keadilan bagi rakyatnya,” kata Prabowo saat pidato di kegiatan Musyawarah Kerja Nasional (Mukernas) III Majelis UIama Indonesia (MUI), Jakarta, Sabtu. Ia menjelaskan bahwa Indonesia memiliki peluang untuk menjadi negara yang kuat jika masyarakatnya bisa hidup rukun dan saling membantu satu sama lain. Selengkapnya di sini. 3. Mahfud MD klaim dapatkan dukungan kiai-santri Mataraman Calon Wakil Presiden Republik Indonesia Mahfud MD mengklaim dapat dukungan dari para kiai dan santri dari Trenggalek, Kediri, Blitar, Madiun, Tulungagung, Madiun, Ngawi, Pacitan dan Nganjuk yang tergabung dalam Kiai Santri Bersama Mahfud (KSBM) Mataraman. Keterangan tertulis dari Media Center Tim Pemenangan Nasional Ganjar-Mahfud, di Jakarta, Sabtu, menyebutkan, deklarasi KSBM Mataraman untuk mendukung Mahfud MD itu sembari menyampaikan aspirasi, dilakukan di Pondok Pesantren Sulaiman Trenggalek, Jawa Timur. Selengkapnya di sini. 4. Abuya Muhtadi tegaskan dukung Ganjar-Mahfud pada Pilpres 2024 Kiai karismatik sekaligus Pimpinan Pondok Pesantren Roudotul Ulum, Cidahu, Pandeglang, Banten K.H. Ahmad Muhtadi Dimyati menegaskan dukungan kepada Ganjar Pranowo-Mahfud Md pada pemilihan presiden (Pilpres) 2024. ""Kedatangan saya ke sini untuk menegaskan dukungan kepada Ganjar-Mahfud,"" kata Abuya Muhtadi, sapaan akrabnya, di Kantor Tim Pemenangan Nasional (TPN) Ganjar-Mahfud di Gedung High End, Jakarta, Minggu malam. Selengkapnya di sini. 5. Gibran Rakabuming Raka sambangi masyarakat di Sarinah Calon Wakil Presiden RI Gibran Rakabuming Raka menyapa masyarakat di pusat perbelanjaan Sarinah, Jakarta Pusat, Minggu pagi. Dari pantauan di lokasi pada pagi hari, terlihat Gibran memakai kaus berwarna putih duduk di tangga pusat perbelanjaan Sarinah yang menghadap ke Jalan M.H. Thamrin. Gibran terlihat duduk bersama masyarakat yang tengah menonton pertunjukan musik. Beberapa ada yang meminta swafoto bersama Gibran. Selengkapnya di sini.Pewarta: Narda Margaretha SinambelaEditor: Fransiska Ninditya COPYRIGHT © ANTARA 2023 ",politik
"Hari ketujuh kampanye, Ganjar ke Palu dan Donggala"," Jakarta (ANTARA) - Calon presiden nomor urut 3 Ganjar Pranowo dijadwalkan berkampanye ke Kota Palu dan Kabupaten Donggala di Sulawesi Tengah pada hari ketujuh masa kampanye, Senin. Berdasarkan informasi dari Media Center Tim Pemenangan Nasional (TPN) Ganjar-Mahfud, Ganjar dijadwalkan tiba di Bandara Udara Mutiara Sis Al Jufri, Palu, Sulawesi Tengah, Senin, pukul 10.00 Wita. Kemudian, di Palu, Ganjar akan melakukan pertemuan dengan Tim Pemenangan Daerah (TPD) Ganjar-Mahfud bersama dengan para calon anggota legislatif (caleg) dan para relawan di Sriti Convention Hall Palu, pukul 10.35 Wita. Lalu, Ganjar akan makan siang dan berdialog bersama tokoh agama dan tokoh masyarakat Palu pukul 12.20 Wita, dilanjutkan dengan ngopi dan ngobrol santai bersama kaum milenial, generasi Z, serta pemengaruh media sosial di Palu. Baca juga: Mahfud MD hadiri Halaqah Kebangsaan di Bekasi pada Senin sore Selanjutnya, di Kabupaten Donggala, Ganjar akan kembali bertemu dengan TPD, caleg, kader partai, serta relawan di Gedung Oasis Donggala pukul 15.30 Wita. Pada Senin malam, Ganjar kembali ke Kota Palu untuk bertemu lagi dengan TPD, caleg, dan relawan di Sekretariat TPD Sulawesi Tengah. Kegiatan itu menjadi penutup kampanye Ganjar pada hari ketujuh kampanye Pilpres 2024. Komisi Pemilihan Umum (KPU) RI telah menetapkan tiga pasangan calon presiden dan wakil presiden sebagai peserta Pilpres 2024, yakni Anies Baswedan-Muhaimin Iskandar dengan nomor urut 1, Prabowo Subianto-Gibran Rakabuming Raka nomor urut 2, dan Ganjar Pranowo-Mahfud MD nomor urut 3. Masa kampanye juga telah dijadwalkan mulai 28 November 2023 hingga 10 Februari 2024, kemudian jadwal pemungutan suara pada tanggal 14 Februari 2024. Baca juga: TPM Ganjar-Mahfud luncurkan situs jaring aspirasi anak mudaPewarta: Narda Margaretha SinambelaEditor: Fransiska Ninditya COPYRIGHT © ANTARA 2023 ",politik
Prabowo ajak rakyat tak golput demi kehidupan bangsa lebih baik," Kalau Saudara tidak mau berpolitik, tidak boleh mengeluh kalau kehidupan rakyat tidak bagusJakarta (ANTARA) - Calon presiden nomor urut 2 Prabowo Subianto mengajak seluruh masyarakat Indonesia yang memiliki hak pilih pada Pemilu Serentak 2024 untuk tidak menjadi golongan putih (golpu) demi kehidupan bangsa dan masyarakat yang lebih baik. ""Kalau Saudara tidak mau berpolitik, Saudara tidak boleh mengeluh kalau kehidupan rakyat tidak bagus,"" kata Prabowo dalam orasi politiknya pada kegiatan doa bersama 2000 kiai se-Banten di Lebak, Banten, Minggu (3/12). Menurut Prabowo, setiap warga negara Indonesia (WNI) memiliki peran penting di berbagai sektor kehidupan dan berkontribusi dalam berbagai bidang, mulai dari ekonomi, pendidikan, hingga sosial dan politik, sebagai bentuk nyata partisipasi dalam membangun Indonesia menjadi lebih baik. Oleh karena itu, dia mengingatkan kepada masyarakat yang menolak untuk berpartisipasi dalam pemilu agar tidak mengeluh jika fasilitas pendidikan tidak cukup, harga pangan terlalu tinggi, tidak ada layanan listrik, serta tidak ada air atau tidak mendapat keadilan. ""Bapak-Bapak, Ibu-Ibu bisa tinggal di rumah, tidak usah ambil keputusan, tidak usah berpihak; tetapi dengan demikian, sebenarnya dan sesungguhnya Bapak-Bapak dan Ibu-Ibu tidak melaksanakan tanggung jawab sebagai warga negara yang baik,"" jelas Prabowo. Baca juga: Prabowo komitmen bawa Indonesia jadi negara industri Oleh karena itu, dia mengajak seluruh masyarakat untuk memahami makna politik sesungguhnya. Menurut Prabowo, politik memiliki arti sebagai kehendak untuk memperbaiki kehidupan bangsa dan rakyat, yang menjadi tujuan utama berpolitik. Dia menekankan pentingnya berpolitik sebagai wujud partisipasi untuk mencapai tujuan mulia, yakni meningkatkan kualitas kehidupan masyarakat, karena politik sebagai sarana untuk membawa perubahan positif demi kemajuan dan kesejahteraan bangsa. Prabowo berharap agar masyarakat, khususnya yang ada di Banten, agar dapat berpartisipasi aktif dalam proses demokrasi dengan menggunakan hak suaranya dalam Pemilu Serentak 2024 pada tanggal 14 Februari. Selain itu, dia juga mengaku tidak hanya membutuhkan dukungan, tetapi juga bekerja keras bersama untuk masa depan bangsa Indonesia lebih baik. ""Sebentar lagi, 72 hari lagi kira-kira, kita akan mengambil suatu keputusan yang besar. Kekuasaan ada di tangan rakyat; tetapi ingat, pada saat itu, hanya datang lima tahun sekali. Karena itu, jangan sampai kekuasaan itu sia-sia. Jangan sampai hak itu sia-sia,"" ujar Prabowo. Baca juga: Prabowo mengaku rela serahkan nyawanya untuk rakyat IndonesiaPewarta: Aprillio Abdullah AkbarEditor: Fransiska Ninditya COPYRIGHT © ANTARA 2023 ",politik
Prabowo mengaku rela serahkan nyawanya untuk rakyat Indonesia," Dulu saya dituduh mau kudetaJakarta (ANTARA) - Calon presiden nomor urut 2 Prabowo Subianto dengan tegas menyatakan kesiapannya untuk berkorban, bahkan rela menyerahkan nyawanya, demi kemakmuran dan kesejahteraan rakyat Indonesia. ""Jangankan jabatan dan pangkat, memberi nyawanya pun, kami (saya) rela memberi untuk rakyat Indonesia,"" kata Prabowo dalam orasi politiknya pada kegiatan doa bersama 2000 kiai se-Banten di Lebak, Banten, Minggu (3/12). Menurut Prabowo, pendekatan moral dan nilai yang ditanamkan oleh jenderal-jenderal Indonesia menjadi landasan prajurit untuk setia kepada Undang-Undang Dasar (UUD) Negara RI Tahun 1945, Pancasila, serta rasa cinta kepada bangsa dan rakyat. ""Jenderal-jenderal Indonesia setia kepada Undang-Undang Dasar 1945, setia kepada Pancasila, setia kepada bangsa, setia kepada rakyat,"" kata Prabowo. Baca juga: Kiai Abuya Murtadho dukung Prabowo di Pilpres 2024 Sebagai seorang yang pernah menjadi prajurit TNI, Prabowo mengaku memiliki kesetiaan pada negara, bangsa, Pancasila, dan UUD Negara RI Tahun 1945. Hal itu merupakan prinsip-prinsip yang akan dia selalu dipegang teguh. Meski demikian, dalam kesempatan itu, Prabowo mengaku sempat dituduh akan melakukan kudeta terhadap pemerintahan Joko Widodo. Dia pun dengan tegas membantah hal tersebut. ""Dulu saya dituduh mau kudeta. Saya tentara, saya dituduh mau kudeta, mau ambil alih. Padahal, saya tidak ada niat mau kudeta, karena saya ambil sumpah untuk menjaga Pancasila dan Undang-Undang Dasar 1945,"" tegasnya. Dia mengatakan bahwa kesetiaan jenderal-jenderal Indonesia kepada bangsa dan negara, Pancasila, dan UUD 1945 tak tergoyahkan. Baca juga: TKN sasar pemilih milenial untuk menangkan Prabowo-Gibran di Banten ""Bagaimana seorang prajurit yang mengambil sumpah dan dia mengajarkan anak buahnya untuk setia kepada negara, bangsa, Pancasila dan Undang-Undang Dasar 1945, bagaimana untuk dia harus melanggar?"" katanya. Menteri pertahanan Kabinet Indonesia Maju itu pun siap melanjutkan program-program yang telah diinisiasi Presiden Joko Widodo jika kelak dia terpilih memenangi Pilpres 2024 dan menjadi presiden ke-8 Indonesia. ""Presiden Jokowi dalam kepimpinannya ternyata terbukti sudah berhasil, sudah membuat prestasi-prestasi yang luar biasa. Kita sebagai bangsa, kita sebagai warga negara, kita sebagai manusia, patut untuk bersyukur dengan pemimpin-pemimpin yang baik,"" ujar Prabowo. Baca juga: Prabowo: Indonesia harus terhormat dan bermartabatPewarta: Aprillio Abdullah AkbarEditor: Fransiska Ninditya COPYRIGHT © ANTARA 2023 ",politik
